Timestamp,Gyro_X,Gyro_Y,Gyro_Z,Accel_X,Accel_Y,Accel_Z,Label
100531,0.24,-1.71,1.95,-0.05,0.05,1.01,Wrong
100541,0.98,-3.05,0.61,0.13,0.41,0.91,Correct
100646,0.79,-0.67,1.65,-0.05,0.87,0.46,Correct
100737,0.61,-0.24,1.53,0.28,0.15,0.95,Correct
101000,1.28,-0.85,1.71,0.1,0.97,-0.07,Wrong
101222,0.73,-0.79,1.46,0.12,0.14,0.99,Wrong
101531,0.92,-0.92,1.71,-0.03,0.04,1.01,Wrong
101541,1.83,7.08,9.52,0.1,0.37,0.96,Correct
101646,0.85,-0.98,1.4,-0.05,0.88,0.46,Correct
101737,0.85,0.49,0.98,0.31,0.16,0.94,Correct
102000,0.73,-0.67,1.53,0.1,0.97,-0.07,Wrong
102222,0.85,-0.79,1.46,0.12,0.14,0.99,Wrong
102531,0.67,-1.34,0.79,-0.02,0.03,1.01,Wrong
102541,0.24,10.01,14.77,0.08,0.31,0.89,Correct
102646,0.49,-0.49,1.59,-0.05,0.88,0.46,Correct
102737,0.79,-1.34,1.59,0.28,0.15,0.95,Correct
103000,0.79,-0.37,1.28,0.11,0.97,-0.07,Wrong
103222,0.79,-0.73,1.59,0.12,0.14,0.99,Wrong
103531,0.43,-0.49,1.16,-0.04,0.03,1.01,Wrong
103541,-0.67,-1.95,2.69,0.14,0.34,0.96,Correct
103646,0.73,-0.92,1.46,-0.05,0.88,0.46,Correct
103737,0.79,-0.55,1.71,0.29,0.15,0.95,Correct
104000,0.73,-0.43,1.65,0.11,0.97,-0.07,Wrong
104222,-0.06,-0.31,1.22,0.12,0.14,0.99,Wrong
104531,0.73,-1.16,1.89,-0.03,0.04,1.01,Wrong
104541,-0.79,4.09,3.91,0.11,0.36,0.94,Correct
104646,0.79,-0.67,1.65,-0.05,0.88,0.46,Correct
104737,0.61,0.18,2.08,0.28,0.15,0.95,Correct
105000,0.55,-0.67,1.53,0.1,0.97,-0.07,Wrong
105222,0.61,-0.85,1.46,0.11,0.14,0.99,Wrong
105531,0.98,-1.1,1.34,-0.03,0.04,1.01,Wrong
105541,4.03,-11.72,1.83,0.18,0.42,0.82,Correct
105646,0.73,-0.67,1.53,-0.05,0.87,0.46,Correct
105737,0.49,0.18,2.14,0.28,0.15,0.94,Correct
106000,0.92,-0.92,1.22,0.11,0.97,-0.07,Wrong
106222,1.04,-0.73,1.83,0.11,0.14,0.99,Wrong
106531,0.79,-0.92,1.34,-0.04,0.04,1.01,Wrong
106541,1.04,5.92,2.75,0.16,0.42,0.89,Correct
106646,0.67,-0.73,1.46,-0.05,0.88,0.46,Correct
106737,0.67,-0.49,1.77,0.28,0.15,0.94,Correct
107000,0.67,-0.67,1.34,0.11,0.97,-0.07,Wrong
107222,0.79,-0.79,1.22,0.12,0.14,0.99,Wrong
107531,0.67,-0.61,1.95,-0.03,0.04,1.01,Wrong
107541,5.92,-3.3,1.53,0.16,0.4,0.91,Correct
107646,0.67,-1.04,1.71,-0.05,0.88,0.46,Correct
107737,0.92,-0.92,1.77,0.28,0.15,0.95,Correct
108000,0.73,-0.85,1.28,0.11,0.97,-0.07,Wrong
108222,0.61,-0.67,1.28,0.11,0.14,0.99,Wrong
108531,0.73,-0.92,1.53,-0.03,0.04,1.01,Wrong
108541,0.67,-2.44,-0.85,0.08,0.41,0.91,Correct
108646,0.79,-0.43,1.65,-0.05,0.87,0.46,Correct
108737,0.98,-0.31,1.77,0.29,0.15,0.95,Correct
109000,1.46,-2.5,0.37,0.11,0.97,-0.07,Wrong
109222,0.85,-0.92,1.46,0.12,0.14,0.99,Wrong
109531,0.73,-0.73,1.65,-0.03,0.04,1.01,Wrong
109541,1.1,-0.61,1.53,0.07,0.4,0.91,Correct
109646,0.67,-0.67,1.59,-0.05,0.88,0.46,Correct
109737,0.85,-1.1,1.89,0.29,0.16,0.95,Correct
110000,-0.12,-0.49,1.65,0.11,0.97,-0.07,Wrong
110222,0.55,-0.31,1.28,0.11,0.14,0.99,Wrong
110531,0.79,-0.79,1.89,-0.04,0.04,1.01,Wrong
110541,0.24,-0.24,1.4,0.07,0.4,0.91,Correct
110646,0.85,-0.98,1.53,-0.05,0.88,0.46,Correct
110737,0.79,-0.18,1.71,0.29,0.15,0.94,Correct
111000,1.28,-0.98,1.16,0.1,0.97,-0.06,Wrong
111222,0.92,-0.79,1.4,0.12,0.14,0.99,Wrong
111531,0.98,-0.79,1.59,-0.03,0.04,1.01,Wrong
111541,0.85,-0.79,1.53,0.08,0.41,0.91,Correct
111646,0.79,-0.79,1.53,-0.05,0.87,0.46,Correct
111737,0.85,-1.1,1.65,0.28,0.15,0.95,Correct
112000,0.85,0.24,1.89,0.1,0.97,-0.07,Wrong
112222,0.79,-0.67,1.53,0.12,0.14,0.99,Wrong
112531,0.67,-1.04,1.4,-0.04,0.04,1.01,Wrong
112541,0.61,-0.67,1.4,0.07,0.41,0.91,Correct
112646,0.79,-0.49,1.46,-0.05,0.87,0.46,Correct
112737,0.92,-0.55,1.59,0.29,0.15,0.95,Correct
113000,0.79,-0.67,1.46,0.1,0.97,-0.07,Wrong
113222,1.1,-0.92,1.65,0.11,0.14,0.99,Wrong
113531,0.73,-0.67,1.65,-0.04,0.04,1.01,Wrong
113541,0.85,-1.28,1.4,0.07,0.41,0.91,Correct
113646,0.67,-0.79,1.4,-0.05,0.88,0.46,Correct
113737,0.37,-0.49,2.01,0.29,0.15,0.94,Correct
114000,0.79,-0.55,1.65,0.1,0.97,-0.06,Wrong
114222,0.85,-0.67,1.53,0.12,0.14,0.99,Wrong
114531,0.85,-0.92,1.89,-0.03,0.04,1.01,Wrong
114541,0.61,-1.22,1.53,0.06,0.41,0.91,Correct
114646,0.67,-0.85,1.59,-0.05,0.88,0.46,Correct
114737,1.4,-0.92,1.53,0.29,0.15,0.95,Correct
115000,0.79,0,1.77,0.11,0.97,-0.06,Wrong
115222,0.73,-0.79,1.65,0.12,0.14,0.99,Wrong
115531,0.92,-0.67,1.71,-0.04,0.04,1.01,Wrong
115541,0.85,-0.73,1.53,0.06,0.41,0.91,Correct
115646,0.79,-0.55,1.53,-0.05,0.87,0.46,Correct
115737,0.49,-1.46,1.16,0.28,0.15,0.96,Correct
116000,0.49,-1.04,1.89,0.11,0.97,-0.07,Wrong
116222,0.79,-0.73,1.53,0.12,0.14,0.99,Wrong
116531,0.92,-0.67,1.65,-0.04,0.04,1.01,Wrong
116541,0.85,-1.28,1.34,0.06,0.41,0.91,Correct
116646,0.92,-0.67,1.59,-0.05,0.87,0.46,Correct
116737,0.85,-0.12,0.61,0.3,0.15,0.94,Correct
117000,0.98,-0.24,1.77,0.1,0.97,-0.07,Wrong
117222,0.85,-0.73,1.53,0.12,0.14,0.99,Wrong
117531,0.67,-0.85,1.59,-0.03,0.04,1.01,Wrong
117541,0.85,0.18,2.08,0.07,0.4,0.92,Correct
117646,0.73,-0.37,1.34,-0.05,0.88,0.46,Correct
117737,0.61,0.43,0.24,0.29,0.17,0.95,Correct
118000,0.98,-1.77,0.73,0.13,0.97,-0.03,Wrong
118222,0.85,-0.73,1.53,0.12,0.14,0.99,Wrong
118531,0.67,-0.67,1.77,-0.04,0.04,1.01,Wrong
118541,0.79,-0.92,1.53,0.09,0.4,0.91,Correct
118646,0.98,-0.61,1.59,-0.05,0.87,0.46,Correct
118737,1.16,-0.61,1.89,0.29,0.16,0.95,Correct
119000,0.55,-0.31,1.71,0.13,0.97,-0.06,Wrong
119222,0.79,-0.92,1.59,0.12,0.14,0.99,Wrong
119531,0.67,-0.61,1.95,-0.04,0.04,1.01,Wrong
119541,0.79,-0.55,1.71,0.09,0.4,0.92,Correct
119646,0.73,-0.92,1.4,-0.05,0.88,0.46,Correct
119737,0.92,-0.61,1.95,0.3,0.15,0.94,Correct
120000,0.49,-0.79,1.28,0.13,0.97,-0.06,Wrong
120222,0.85,-0.92,1.34,0.12,0.14,0.99,Wrong
120531,0.79,-0.79,1.53,-0.04,0.04,1.01,Wrong
120541,0.67,-0.85,1.59,0.09,0.4,0.91,Correct
120646,0.85,-0.98,1.53,-0.05,0.88,0.46,Correct
120737,1.16,-0.37,2.14,0.29,0.16,0.94,Correct
121000,0.49,-0.92,1.28,0.12,0.97,-0.06,Wrong
121222,0.73,-0.73,1.53,0.12,0.14,0.99,Wrong
121531,0.79,-0.85,1.89,-0.03,0.04,1.01,Wrong
121541,0.79,-0.61,1.53,0.09,0.4,0.92,Correct
121646,0.61,-0.73,1.71,-0.05,0.87,0.46,Correct
121737,0.49,-0.61,1.22,0.3,0.17,0.94,Correct
122000,0.55,-0.73,1.53,0.12,0.97,-0.06,Wrong
122222,0.98,-0.85,1.59,0.12,0.14,0.99,Wrong
122531,0.85,-0.85,1.59,-0.04,0.04,1.01,Wrong
122541,0.67,-0.98,1.34,0.09,0.4,0.91,Correct
122646,0.92,-0.49,1.53,-0.05,0.88,0.46,Correct
122737,1.28,-1.89,1.53,0.29,0.16,0.95,Correct
123000,0.79,-0.79,1.53,0.12,0.97,-0.06,Wrong
123222,0.79,-0.61,1.4,0.12,0.14,0.99,Wrong
123531,0.67,-0.85,1.65,-0.04,0.04,1.01,Wrong
123541,0.92,-0.79,1.46,0.09,0.4,0.92,Correct
123646,0.92,-0.67,1.46,-0.05,0.87,0.46,Correct
123737,1.1,-1.16,1.89,0.3,0.16,0.95,Correct
124000,0.67,-0.31,1.28,0.11,0.97,-0.06,Wrong
124222,0.73,-0.79,1.53,0.12,0.14,0.99,Wrong
124531,0.79,-0.73,1.89,-0.04,0.04,1.01,Wrong
124541,0.92,-0.61,1.34,0.09,0.4,0.91,Correct
124646,0.67,-0.67,1.59,-0.05,0.87,0.46,Correct
124737,1.71,0.67,2.56,0.3,0.16,0.94,Correct
125000,0.79,-0.85,1.46,0.11,0.97,-0.06,Wrong
125222,0.73,-0.79,1.59,0.12,0.14,0.99,Wrong
125531,0.92,-0.55,1.65,-0.04,0.04,1.01,Wrong
125541,0.79,-0.61,1.4,0.09,0.4,0.92,Correct
125646,0.73,-2.08,1.4,-0.05,0.87,0.46,Correct
125737,0.79,-1.59,1.53,0.3,0.15,0.95,Correct
126000,0.85,-0.67,1.22,0.11,0.97,-0.06,Wrong
126222,0.61,-0.49,2.01,0.11,0.14,0.99,Wrong
126531,0.67,-0.79,1.65,-0.04,0.04,1.01,Wrong
126541,0.73,-0.73,1.53,0.09,0.4,0.92,Correct
126646,0.98,-1.04,1.46,-0.05,0.87,0.46,Correct
126737,0.67,-0.67,1.65,0.3,0.15,0.94,Correct
127000,0.85,-0.61,1.65,0.12,0.97,-0.07,Wrong
127222,1.1,-1.1,1.65,0.12,0.14,0.99,Wrong
127531,0.67,-0.79,1.83,-0.04,0.04,1.01,Wrong
127541,0.85,-0.61,1.59,0.09,0.4,0.92,Correct
127646,0.61,-0.12,1.53,-0.05,0.88,0.46,Correct
127737,0.43,-1.04,1.53,0.32,0.14,0.94,Correct
128000,0.67,-0.43,1.46,0.12,0.97,-0.07,Wrong
128222,0.85,-0.85,1.34,0.12,0.14,0.99,Wrong
128531,0.67,-0.73,1.4,-0.03,0.04,1.01,Wrong
128541,0.92,-0.85,1.59,0.09,0.4,0.92,Correct
128646,0.79,-0.73,1.22,-0.05,0.87,0.46,Correct
128737,0.98,1.28,1.4,0.32,0.14,0.93,Correct
129000,0.67,-0.55,1.4,0.12,0.97,-0.06,Wrong
129222,0.98,-0.73,1.53,0.12,0.14,1,Wrong
129531,0.67,-0.85,1.65,-0.04,0.03,1.01,Wrong
129541,1.4,-0.06,2.14,0.08,0.39,0.91,Correct
129646,0.79,-0.85,1.46,-0.05,0.88,0.46,Correct
129737,0.24,-2.69,0.67,0.29,0.14,0.94,Correct
130000,0.37,-0.92,1.4,0.11,0.97,-0.07,Wrong
130222,0.98,-0.73,1.53,0.12,0.14,0.99,Wrong
130531,0.79,-0.85,1.4,-0.04,0.04,1.01,Wrong
130541,1.04,-0.43,1.59,0.09,0.4,0.92,Correct
130646,0.55,-1.16,1.46,-0.05,0.87,0.46,Correct
130737,1.22,-2.14,2.01,0.3,0.14,0.95,Correct
131000,0.73,-0.43,1.34,0.11,0.97,-0.07,Wrong
131222,0.85,-0.92,1.46,0.12,0.14,0.99,Wrong
131531,0.85,-0.79,1.95,-0.04,0.04,1.01,Wrong
131541,0.98,-0.67,1.46,0.09,0.4,0.91,Correct
131646,0.79,-0.79,1.77,-0.05,0.87,0.46,Correct
131737,0.61,-0.55,1.59,0.3,0.14,0.94,Correct
132000,0.61,-0.43,1.95,0.11,0.97,-0.07,Wrong
132222,0.79,-0.85,1.59,0.12,0.14,0.99,Wrong
132531,0.92,-0.73,1.65,-0.04,0.04,1.01,Wrong
132541,0.85,-0.55,1.53,0.09,0.4,0.91,Correct
132646,0.67,-1.28,1.22,-0.05,0.87,0.46,Correct
132737,0.73,0.31,1.46,0.31,0.15,0.94,Correct
133000,0.85,-0.31,1.53,0.11,0.97,-0.07,Wrong
133222,1.71,-0.79,1.46,0.12,0.15,0.99,Wrong
133531,0.98,-1.1,1.71,-0.04,0.04,1.01,Wrong
133541,0.31,0,1.59,0.09,0.4,0.91,Correct
133646,0.67,-0.73,1.34,-0.05,0.88,0.46,Correct
133737,0.85,-0.49,1.65,0.31,0.15,0.94,Correct
134000,0.67,-0.43,1.46,0.11,0.97,-0.07,Wrong
134222,1.1,-0.73,1.53,0.12,0.15,0.99,Wrong
134531,0.85,-0.79,2.01,-0.04,0.04,1.01,Wrong
134541,1.16,-1.28,1.34,0.09,0.4,0.91,Correct
134646,0.61,-0.37,1.59,-0.05,0.87,0.46,Correct
134737,1.04,-2.2,1.53,0.3,0.15,0.95,Correct
135000,0.49,-0.61,1.65,0.11,0.97,-0.07,Wrong
135222,0.73,-0.49,1.53,0.12,0.14,0.99,Wrong
135531,0.92,-0.61,1.95,-0.04,0.04,1.01,Wrong
135541,0.98,-0.98,1.4,0.09,0.4,0.91,Correct
135646,0.79,-0.31,1.53,-0.05,0.87,0.46,Correct
135737,0.24,-1.22,1.65,0.31,0.15,0.94,Correct
136000,1.1,-0.43,1.53,0.11,0.97,-0.06,Wrong
136222,0.79,-0.67,1.46,0.12,0.14,0.99,Wrong
136531,0.79,-1.1,1.59,-0.04,0.04,1.01,Wrong
136541,0.73,-0.85,1.59,0.09,0.4,0.92,Correct
136646,0.67,-0.18,1.53,-0.05,0.88,0.46,Correct
136737,1.4,-0.31,1.53,0.3,0.14,0.93,Correct
137000,0.61,-0.85,1.28,0.11,0.97,-0.07,Wrong
137222,0.79,-0.49,1.53,0.12,0.15,0.99,Wrong
137531,0.73,-0.79,1.65,-0.04,0.04,1.01,Wrong
137541,0.73,-0.98,1.53,0.09,0.4,0.92,Correct
137646,0.85,-0.92,1.65,-0.05,0.87,0.46,Correct
137737,0.37,-0.61,1.89,0.3,0.15,0.94,Correct
138000,0.73,-0.49,1.53,0.11,0.97,-0.07,Wrong
138222,0.55,-0.55,0.55,0.12,0.15,0.99,Wrong
138531,0.85,-0.79,1.71,-0.04,0.04,1.01,Wrong
138541,0.73,-0.73,1.53,0.09,0.4,0.91,Correct
138646,0.73,-0.79,1.4,-0.05,0.88,0.46,Correct
138737,0.73,-0.18,1.65,0.29,0.15,0.95,Correct
139000,0.92,-0.67,1.53,0.11,0.97,-0.07,Wrong
139222,1.22,-1.1,1.04,0.11,0.14,0.99,Wrong
139531,0.79,-1.22,1.77,-0.04,0.04,1.01,Wrong
139541,0.85,-0.49,1.28,0.09,0.4,0.91,Correct
139646,0.85,-0.31,1.65,-0.05,0.87,0.46,Correct
139737,1.1,1.16,2.5,0.3,0.14,0.94,Correct
140000,0.67,-0.55,1.46,0.1,0.97,-0.07,Wrong
140222,0.85,-0.85,1.34,0.12,0.14,0.99,Wrong
140531,0.98,-1.04,2.01,-0.04,0.03,1.01,Wrong
140541,0.73,-1.1,1.46,0.09,0.4,0.91,Correct
140646,0.85,-0.49,1.65,-0.05,0.88,0.46,Correct
140737,0.92,-0.98,1.71,0.31,0.15,0.94,Correct
141000,0.49,-0.67,1.59,0.1,0.97,-0.07,Wrong
141222,0.85,-0.67,1.77,0.12,0.14,0.99,Wrong
141531,0.79,-0.85,1.77,-0.04,0.04,1.01,Wrong
141541,0.92,-0.79,1.4,0.09,0.41,0.91,Correct
141646,1.04,0.37,1.46,-0.05,0.88,0.46,Correct
141737,0.98,-2.38,1.16,0.3,0.15,0.97,Correct
142000,0.67,-0.55,1.34,0.1,0.97,-0.07,Wrong
142222,1.22,-0.92,1.77,0.11,0.14,0.99,Wrong
142531,0.92,-0.98,1.4,-0.05,0.04,1.01,Wrong
142541,0.98,-1.4,1.34,0.09,0.4,0.92,Correct
142646,1.04,-0.73,1.46,-0.05,0.87,0.46,Correct
142737,0.61,-0.85,1.34,0.3,0.14,0.95,Correct
143000,0.98,-0.61,1.46,0.1,0.97,-0.07,Wrong
143222,0.98,-0.79,1.59,0.11,0.14,0.99,Wrong
143531,0.85,-0.73,1.83,-0.04,0.04,1.01,Wrong
143541,1.16,-0.55,1.53,0.09,0.4,0.91,Correct
143646,1.04,-1.16,1.16,-0.04,0.87,0.46,Correct
143737,-0.24,0.61,2.81,0.31,0.17,0.93,Correct
144000,0.61,-0.79,1.28,0.1,0.97,-0.07,Wrong
144222,0.85,-0.98,1.53,0.12,0.14,0.99,Wrong
144531,0.61,-0.61,1.53,-0.05,0.04,1.01,Wrong
144541,0.92,-0.98,1.46,0.09,0.4,0.91,Correct
144646,0.49,-0.85,1.59,-0.04,0.88,0.46,Correct
144737,0.55,-1.89,0.49,0.34,0.19,0.91,Correct
145000,0.67,-0.98,1.46,0.1,0.97,-0.07,Wrong
145222,0.67,-0.61,1.59,0.12,0.14,0.99,Wrong
145531,0.79,-0.98,1.65,-0.05,0.04,1.01,Wrong
145541,0.98,-0.92,1.53,0.09,0.4,0.91,Correct
145646,0.73,-0.31,1.65,-0.04,0.87,0.46,Correct
145737,3.23,2.75,3.54,0.32,0.21,0.91,Correct
146000,0.98,-0.73,1.59,0.1,0.97,-0.07,Wrong
146222,0.98,-0.73,1.59,0.12,0.14,0.99,Wrong
146531,0.98,-0.85,1.77,-0.05,0.04,1.01,Wrong
146541,0.92,-0.85,1.4,0.09,0.4,0.91,Correct
146646,0.92,-0.98,1.59,-0.04,0.87,0.46,Correct
146737,0.31,0.92,-0.49,0.32,0.19,0.94,Correct
147000,0.92,-0.73,1.34,0.1,0.97,-0.07,Wrong
147222,0.79,-0.61,1.59,0.11,0.14,0.99,Wrong
147531,0.67,-0.31,2.26,-0.05,0.04,1.01,Wrong
147541,0.85,-0.98,1.46,0.09,0.4,0.92,Correct
147646,0.92,0,2.08,-0.04,0.87,0.46,Correct
147737,1.04,0.12,0.61,0.35,0.18,0.95,Correct
148000,0.85,-0.79,1.4,0.1,0.97,-0.07,Wrong
148222,0.73,-0.61,1.53,0.11,0.14,0.99,Wrong
148531,0.79,-0.98,1.71,-0.04,0.04,1.01,Wrong
148541,0.92,0.18,1.65,0.09,0.4,0.92,Correct
148646,0.73,-0.61,1.83,-0.05,0.87,0.46,Correct
148737,0.55,-0.24,2.44,0.34,0.15,0.93,Correct
149000,0.37,-0.79,1.46,0.1,0.97,-0.07,Wrong
149222,0.79,-0.79,1.53,0.11,0.14,0.99,Wrong
149531,0.92,-0.61,1.71,-0.05,0.04,1.01,Wrong
149541,0.98,-0.92,1.34,0.09,0.4,0.92,Correct
149646,0.73,-0.73,1.16,-0.04,0.88,0.46,Correct
149737,0.98,0.61,2.14,0.33,0.14,0.93,Correct
150000,0.55,-0.73,1.53,0.1,0.97,-0.07,Wrong
150222,0.92,-0.67,1.4,0.11,0.14,0.99,Wrong
150531,0.92,-0.79,1.95,-0.04,0.04,1.01,Wrong
150541,0.92,-0.61,1.46,0.09,0.4,0.91,Correct
150646,0.73,-0.85,1.53,-0.04,0.88,0.45,Correct
150737,0.55,-1.46,1.04,0.33,0.16,0.94,Correct
151000,1.04,-0.43,1.4,0.1,0.97,-0.07,Wrong
151222,0.67,-0.61,1.53,0.11,0.14,0.99,Wrong
151531,0.79,-0.79,1.46,-0.04,0.04,1.01,Wrong
151541,0.79,-1.28,1.46,0.09,0.4,0.91,Correct
151646,0.61,-0.49,1.95,-0.05,0.88,0.46,Correct
151737,0.24,-4.64,-0.67,0.34,0.17,0.93,Correct
152000,0.85,-0.31,1.65,0.1,0.97,-0.07,Wrong
152222,0.73,-0.85,1.46,0.11,0.14,0.99,Wrong
152531,0.85,-0.73,1.71,-0.04,0.04,1.01,Wrong
152541,0.73,-0.61,1.4,0.09,0.4,0.91,Correct
152646,0.85,-0.55,1.4,-0.05,0.87,0.46,Correct
152737,0.73,-1.65,1.71,0.35,0.16,0.93,Correct
153000,0.92,0.79,3.11,0.13,0.98,-0.04,Wrong
153222,0.79,-0.49,1.59,0.12,0.14,0.99,Wrong
153531,0.79,-0.55,1.59,-0.04,0.04,1.01,Wrong
153541,1.04,-0.92,1.53,0.09,0.4,0.91,Correct
153646,0.73,-1.4,1.22,-0.05,0.87,0.46,Correct
153737,0.98,-0.73,1.28,0.34,0.16,0.93,Correct
154000,0.98,-5.68,0.12,0.09,0.97,-0.07,Wrong
154222,0.73,-0.67,1.59,0.11,0.14,0.99,Wrong
154531,0.92,-0.79,1.95,-0.05,0.04,1.01,Wrong
154541,0.85,-0.67,1.34,0.09,0.4,0.91,Correct
154646,0.67,-0.43,1.65,-0.04,0.88,0.46,Correct
154737,1.16,-1.77,1.95,0.34,0.15,0.92,Correct
155000,0.98,-0.06,0.49,0.11,0.97,-0.06,Wrong
155222,0.79,-0.73,1.46,0.11,0.14,0.99,Wrong
155531,0.85,-0.85,1.4,-0.04,0.04,1.01,Wrong
155541,1.1,-0.06,1.59,0.09,0.4,0.92,Correct
155646,0.73,-0.92,1.71,-0.04,0.87,0.46,Correct
155737,1.1,-1.16,1.83,0.34,0.16,0.92,Correct
156000,1.77,0,2.2,0.11,0.98,-0.06,Wrong
156222,0.85,-1.04,1.46,0.11,0.14,0.99,Wrong
156531,0.92,-0.79,1.77,-0.05,0.04,1.01,Wrong
156541,0.73,-0.06,1.71,0.08,0.41,0.92,Correct
156646,0.61,-0.79,1.53,-0.05,0.87,0.46,Correct
156737,1.04,-0.61,1.71,0.32,0.15,0.94,Correct
157000,0.67,0.06,1.04,0.1,0.97,-0.06,Wrong
157222,0.73,-0.61,1.46,0.12,0.14,0.99,Wrong
157531,0.79,-0.55,1.65,-0.05,0.04,1.01,Wrong
157541,0.73,-0.85,1.34,0.1,0.4,0.91,Correct
157646,0.98,-0.85,1.53,-0.04,0.88,0.46,Correct
157737,0.85,-0.37,1.53,0.34,0.16,0.93,Correct
158000,1.34,-0.92,1.28,0.08,0.97,-0.06,Wrong
158222,1.04,-1.1,1.65,0.12,0.15,0.99,Wrong
158531,0.85,-0.73,2.01,-0.04,0.04,1.01,Wrong
158541,0.92,-0.67,1.53,0.09,0.4,0.91,Correct
158646,0.85,0.12,1.65,-0.05,0.87,0.46,Correct
158737,0.98,-1.1,1.83,0.34,0.16,0.93,Correct
159000,0.92,-0.98,1.4,0.11,0.97,-0.06,Wrong
159222,0.79,-0.49,1.65,0.11,0.15,0.99,Wrong
159531,0.79,-0.92,1.65,-0.05,0.04,1.01,Wrong
159541,0.85,-0.61,1.59,0.09,0.4,0.91,Correct
159646,0.85,-0.98,1.34,-0.05,0.87,0.46,Correct
159737,0.92,-1.04,1.71,0.34,0.16,0.93,Correct
160000,0.67,-0.79,1.46,0.1,0.97,-0.06,Wrong
160222,0.79,-0.85,1.59,0.11,0.14,0.99,Wrong
160531,0.79,-0.79,1.71,-0.05,0.04,1.01,Wrong
160541,0.92,-0.92,1.53,0.09,0.4,0.91,Correct
160646,0.79,-0.98,1.53,-0.05,0.88,0.46,Correct
160737,0.85,-1.28,1.77,0.33,0.15,0.93,Correct
161000,0.79,-0.61,1.71,0.1,0.97,-0.07,Wrong
161222,0.98,-0.85,2.01,0.11,0.15,0.99,Wrong
161531,0.79,-0.73,1.89,-0.04,0.04,1.01,Wrong
161541,1.04,-0.79,1.34,0.09,0.4,0.91,Correct
161646,0.98,-1.04,1.46,-0.05,0.88,0.46,Correct
161737,1.22,-2.69,0.73,0.35,0.16,0.94,Correct
162000,0.92,-1.34,1.59,0.12,0.98,-0.05,Wrong
162222,0.79,-0.92,1.59,0.11,0.14,0.99,Wrong
162531,0.79,-0.92,1.71,-0.04,0.04,1.01,Wrong
162541,1.65,0.49,1.4,0.1,0.4,0.91,Correct
162646,0.61,-0.67,1.59,-0.04,0.87,0.45,Correct
162737,1.04,-1.4,2.32,0.34,0.15,0.93,Correct
163000,0.61,0,1.34,0.1,0.97,-0.06,Wrong
163222,0.85,-0.61,1.65,0.11,0.15,0.99,Wrong
163531,0.79,-0.67,1.83,-0.04,0.04,1.01,Wrong
163541,1.4,-0.55,1.46,0.09,0.4,0.91,Correct
163646,0.73,-0.55,1.53,-0.05,0.88,0.46,Correct
163737,-1.4,3.72,0.98,0.32,0.15,0.93,Correct
164000,0.61,-0.67,1.34,0.1,0.97,-0.06,Wrong
164222,0.67,-0.49,1.22,0.12,0.14,0.99,Wrong
164531,0.79,-1.04,1.4,-0.04,0.04,1.01,Wrong
164541,1.04,0,1.65,0.09,0.4,0.91,Correct
164646,1.04,-0.85,1.28,-0.05,0.87,0.46,Correct
164737,1.22,-5.31,1.89,0.33,0.18,0.93,Correct
165000,0.31,-0.79,0.98,0.1,0.97,-0.06,Wrong
